URL,Title,Meta description,Canonical,H1,Words,JSON-LD types,hreflang links,Issues
"/nl/resources/omc-amstelland/","OMC Amstelland: van 30% gemiste oproepen naar nul in de eerste maand | Optavius","Hoe een oogkliniek met twee locaties bij Amsterdam Optavius op het bestaande telefoonnummer zette en geen patiënten meer verloor aan de voicemail. Resultaten van 8.420 inkomende oproepen in mei en juni 2026.","https://www.optavius.com/nl/resources/omc-amstelland/","OMC Amstelland: van 30% gemiste oproepen naar nul in de eerste maand","504","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/optavius-vs-answering-services/","Optavius vs. telefoonservices voor oogklinieken | Optavius","Vergelijk de AI voice agent van Optavius met traditionele telefoonservices voor optometrie- en oogheelkundepraktijken. Zie welke oplossing patiëntgesprekken, inplannen en triage beter afhandelt.","https://www.optavius.com/nl/resources/optavius-vs-answering-services/","Optavius vs. telefoonservices voor oogklinieken","779","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/optavius-vs-emitrr/","Optavius vs. Emitrr voor oogklinieken | Optavius","Vergelijk Optavius en Emitrr voor optometrie- en oogheelkundepraktijken. Zie hoe een speciaal voor de oogzorg gebouwde AI voice agent zich verhoudt tot een algemeen communicatieplatform voor de zorg.","https://www.optavius.com/nl/resources/optavius-vs-emitrr/","Optavius vs. Emitrr voor oogklinieken","650","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/optavius-vs-generic-ai/","Optavius vs. generieke AI voice agents voor de oogzorg | Optavius","Vergelijk de oogzorgspecifieke AI voice agent van Optavius met generieke AI-oplossingen. Ontdek waarom optometrie- en oogheelkundepraktijken gespecialiseerde klinische AI nodig hebben voor patiëntgesprekken.","https://www.optavius.com/nl/resources/optavius-vs-generic-ai/","Optavius vs. generieke AI voice agents voor de oogzorg","722","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/optavius-vs-healow-genie/","Optavius vs. healow Genie voor de oogzorg | Optavius","Vergelijk Optavius en healow Genie voor optometrie- en oogheelkundepraktijken. Zie hoe een AI voice agent speciaal voor de oogzorg zich verhoudt tot de virtuele assistent van eClinicalWorks.","https://www.optavius.com/nl/resources/optavius-vs-healow-genie/","Optavius vs. healow Genie voor de oogzorg","682","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/resources/reducing-call-burden/","Telefoondruk verlagen zonder in te leveren op kwaliteit | Optavius","Strategieën voor optiekketens en oogzorggroepen met meerdere locaties om groeiende belvolumes op te vangen zonder extra personeel of een lagere standaard van patiëntcontact.","https://www.optavius.com/nl/resources/reducing-call-burden/","Telefoondruk verlagen zonder in te leveren op kwaliteit","437","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/nl/safety-compliance/","Veiligheid en compliance | Optavius","Optavius is gebouwd voor verantwoording in de zorg: volledige audittrails, escalatieprotocollen, HIPAA-, SOC 1- en AVG-conforme gegevensverwerking en klinische governance by design.","https://www.optavius.com/nl/safety-compliance/","Veiligheid en compliance","486","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/specialties/","Specialismen | Optavius","AI voice agents voor oogheelkunde, optometrie, dermatologie en dierenklinieken.","https://www.optavius.com/nl/specialties/","Uw voice agent voor specialistische zorg.","110","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/nl/specialties/dermatology/","Dermatologie | Optavius","AI voice agents voor dermatologiepraktijken. Beantwoord elke oproep, plan consulten en controles en routeer urgente huidklachten volgens protocol.","https://www.optavius.com/nl/specialties/dermatology/","Dermatologie","786","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/nl/specialties/ophthalmology/","Oogheelkunde | Optavius","AI voice agents voor oogheelkundige praktijken. Beantwoord elke oproep, plan het juiste consult en escaleer alarmsymptomen volgens protocol.","https://www.optavius.com/nl/specialties/ophthalmology/","Oogheelkunde","832","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/nl/specialties/optometry/","Optometrie | Optavius","AI voice agents voor optometristen en opticiens. Plan oogmetingen, beantwoord de status van bestellingen en bestel contactlenzen na via de telefoon.","https://www.optavius.com/nl/specialties/optometry/","Optometrie","793","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/nl/specialties/veterinary/","Diergeneeskunde | Optavius","AI voice agents voor dierenklinieken. Beantwoord elke oproep, plan consulten en vaccinaties en routeer spoedgevallen naar uw team.","https://www.optavius.com/nl/specialties/veterinary/","Diergeneeskunde","756","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/nl/terms/","Algemene voorwaarden | Optavius","AI voice agents voor oogzorg en specialistische praktijken. Elke patiëntoproep beantwoord, elke afspraak ingepland, 24/7.","https://www.optavius.com/nl/terms/","Algemene voorwaarden","1712","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/pricing/","Pricing | Optavius","Outcome-based pricing for AI voice agents. Starting from $299 per month. If Optavius delivers no results, you pay nothing.","https://www.optavius.com/pricing/","Pricing that follows results","399","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/privacy/","Privacy Policy | Optavius","AI voice agents for eye care and specialty practices. Every patient call answered, every appointment booked, 24/7.","https://www.optavius.com/privacy/","Privacy Policy","1419","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/product/","Product overview | Optavius","AI voice agents that answer every call, book appointments and escalate what matters. Voice first, with every channel in one console.","https://www.optavius.com/product/","Meet Optavius","934","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/product/agents/","Agents | Optavius","Hire AI agents for the front desk, order status, recall, no-show recovery and more. One job, one price, one dashboard.","https://www.optavius.com/product/agents/","Agents","794","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/product/ask-optavius/","Ask Optavius | Optavius","Connect your calendar, call log and documents, then ask anything about your own practice. Free for 90 days, included with every live agent.","https://www.optavius.com/product/ask-optavius/","Ask Optavius","626","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/product/console/","Console | Optavius","The Optavius console: the morning brief, what needs you, every call and booking, and a command bar that understands plain language.","https://www.optavius.com/product/console/","Console","729","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/product/integrations/","Integrations | Optavius","Optavius works with your phone system, calendar, practice management system and EHR. Start standalone, connect when ready.","https://www.optavius.com/product/integrations/","Integrations","683","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage|Service|SoftwareApplication","0",""
"/resources/","Resources | Optavius","Guides, comparisons and customer stories on AI voice agents for specialty care.","https://www.optavius.com/resources/","Resources","642","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/resources/ai-ophthalmology-guide/","AI in Ophthalmology: A Complete Guide (2026) | Optavius","complete guide to artificial intelligence in ophthalmology. Covers AI applications in patient communication, surgical planning, diagnostics, and practice management for eye care.","https://www.optavius.com/resources/ai-ophthalmology-guide/","AI in Ophthalmology: A Complete Guide (2026)","724","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/ai-optometry-guide/","AI in Optometry: A Complete Guide (2026) | Optavius","complete guide to artificial intelligence in optometry. Learn how AI changes patient communication, scheduling, intake, and practice management for optometry practices.","https://www.optavius.com/resources/ai-optometry-guide/","AI in Optometry: A Complete Guide (2026)","762","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/ai-receptionist-optometry/","What Is an AI Receptionist for Optometry? | Optavius","An AI receptionist for optometry is a virtual front-desk assistant that handles patient calls, scheduling, and inquiries using artificial intelligence. Learn how it works for eye care practices.","https://www.optavius.com/resources/ai-receptionist-optometry/","What Is an AI Receptionist for Optometry?","738","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/ai-voice-agent-eye-care/","What Is an AI Voice Agent for Eye Care? | Optavius","An AI voice agent for eye care is an automated phone system that uses natural language processing to handle patient calls at optometry and ophthalmology practices. Learn how it works, key features, and benefits.","https://www.optavius.com/resources/ai-voice-agent-eye-care/","What Is an AI Voice Agent for Eye Care?","825","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/ai-voice-agent-oogkliniek/","Why Dutch eye clinics are adopting AI voice agents for patient communication | Optavius","Dutch eye clinics are adopting AI voice agents for 24/7 availability, EHR integration and less pressure on the front desk. Discover how patient communication improves structurally.","https://www.optavius.com/resources/ai-voice-agent-oogkliniek/","Why Dutch eye clinics are adopting AI voice agents for patient communication","874","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/ai-voice-agents-optometry-comparison/","AI Voice Agents for Optometry: 2026 Comparison Guide | Optavius","Compare AI voice agents for optometry practices in 2026. Side-by-side analysis of Optavius, generic AI, answering services, and other solutions for eye care clinics.","https://www.optavius.com/resources/ai-voice-agents-optometry-comparison/","AI Voice Agents for Optometry: 2026 Comparison Guide","721","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/automated-patient-intake-optometry/","What Is Automated Patient Intake for Optometry? | Optavius","Automated patient intake for optometry replaces manual paperwork with AI conversational data collection. Learn how it works, benefits, and how to choose the right solution.","https://www.optavius.com/resources/automated-patient-intake-optometry/","What Is Automated Patient Intake for Optometry?","711","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/best-ai-tools-eye-clinics/","Best AI Tools for Eye Clinics 2026 | Optavius","complete guide to the best AI tools for eye clinics in 2026. Compare AI voice agents, scheduling tools, intake automation, and practice management AI for optometry and ophthalmology.","https://www.optavius.com/resources/best-ai-tools-eye-clinics/","Best AI Tools for Eye Clinics 2026","734","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/clinical-triage-best-practices/","Clinical triage best practices for multi-site groups | Optavius","How to standardise phone triage across several eye care locations while keeping local flexibility, clinical ownership and a complete audit trail.","https://www.optavius.com/resources/clinical-triage-best-practices/","Clinical triage best practices for multi-site groups","462","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/future-of-patient-intake/","The future of patient intake in vision care | Optavius","How AI automation is transforming the front end of eye care delivery, from the first phone call to the moment the patient sits in the exam chair.","https://www.optavius.com/resources/future-of-patient-intake/","The future of patient intake in vision care","472","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/omc-amstelland/","OMC Amstelland: from 30% missed calls to none in the first month | Optavius","How a two-location eye clinic near Amsterdam put Optavius on its existing phone number and stopped losing patients to voicemail. Results from 8,420 incoming calls in May and June 2026.","https://www.optavius.com/resources/omc-amstelland/","OMC Amstelland: from 30% missed calls to none in the first month","489","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/optavius-vs-answering-services/","Optavius vs. Answering Services for Eye Clinics | Optavius","Compare Optavius&#x27;s AI voice agent with traditional answering services for optometry and ophthalmology practices. See which solution better handles patient calls, booking, and triage.","https://www.optavius.com/resources/optavius-vs-answering-services/","Optavius vs. Answering Services for Eye Clinics","775","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/optavius-vs-emitrr/","Optavius vs. Emitrr for Eye Clinics | Optavius","Compare Optavius and Emitrr for optometry and ophthalmology practices. See how a purpose-built eye care AI voice agent compares to a general healthcare communication platform.","https://www.optavius.com/resources/optavius-vs-emitrr/","Optavius vs. Emitrr for Eye Clinics","682","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/optavius-vs-generic-ai/","Optavius vs. Generic AI Voice Agents for Eye Care | Optavius","Compare Optavius&#x27;s eye care-specific AI voice agent with generic AI solutions. Learn why optometry and ophthalmology practices need specialized clinical AI for patient calls.","https://www.optavius.com/resources/optavius-vs-generic-ai/","Optavius vs. Generic AI Voice Agents for Eye Care","751","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/optavius-vs-healow-genie/","Optavius vs. healow Genie for Eye Care | Optavius","Compare Optavius and healow Genie for optometry and ophthalmology practices. See how a dedicated eye care AI voice agent compares to eClinicalWorks&#x27; virtual assistant.","https://www.optavius.com/resources/optavius-vs-healow-genie/","Optavius vs. healow Genie for Eye Care","694","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/resources/reducing-call-burden/","Reducing call burden without sacrificing quality | Optavius","Strategies for optical chains and multi-location eye care groups to handle growing call volumes without adding headcount or lowering the standard of patient contact.","https://www.optavius.com/resources/reducing-call-burden/","Reducing call burden without sacrificing quality","420","Organization|WebSite|WebPage|Person|BreadcrumbList|Article","0",""
"/safety-compliance/","Safety and Compliance | Optavius","Optavius is built for healthcare accountability: full audit trails, escalation protocols, HIPAA, SOC 1 and GDPR compliant data handling, and clinical governance by design.","https://www.optavius.com/safety-compliance/","Safety and Compliance","511","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/specialties/","Specialties | Optavius","AI voice agents for ophthalmology, optometry, dermatology and veterinary practices.","https://www.optavius.com/specialties/","Your voice agent for specialty care.","121","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
"/specialties/dermatology/","Dermatology | Optavius","AI voice agents for dermatology practices. Answer every call, book consultations and follow-ups and route urgent skin concerns by protocol.","https://www.optavius.com/specialties/dermatology/","Dermatology","781","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/specialties/ophthalmology/","Ophthalmology | Optavius","AI voice agents for ophthalmology practices. Answer every call, book the right visit and escalate red-flag symptoms by protocol.","https://www.optavius.com/specialties/ophthalmology/","Ophthalmology","866","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/specialties/optometry/","Optometry | Optavius","AI voice agents for optometry practices and optical stores. Book exams, answer order status and reorder contact lenses by phone.","https://www.optavius.com/specialties/optometry/","Optometry","806","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/specialties/veterinary/","Veterinary | Optavius","AI voice agents for veterinary clinics. Answer every call, book consultations and vaccinations and route emergencies to your team.","https://www.optavius.com/specialties/veterinary/","Veterinary","776","Organization|WebSite|WebPage|Person|BreadcrumbList|FAQPage","0",""
"/terms/","Terms and Conditions | Optavius","AI voice agents for eye care and specialty practices. Every patient call answered, every appointment booked, 24/7.","https://www.optavius.com/terms/","Terms and Conditions","1719","Organization|WebSite|WebPage|Person|BreadcrumbList","0",""
